,track_name,artist,lyrics
24,Secrets,Regard,"

[Chorus]
I don't know 'bout you, 'bout you
'Bout you, you-you-you-you-you
There's something in his eyes
He's keeping secrets
I don't know 'bout you, bout you
'Bout you, you-you-you-you-you
There's something in his eyes
He's keeping secrets

[Verse 1: RAYE]
What a way to drop a bombshell baby
Guess you really didn't think I'd found out
Hear the silence crying
In the room on the side with the lights out
Know what you're feeling, oh-oh
Know what you're feeling, oh-oh

[Pre-Chorus: Regard & RAYE]
Holdin' on my heart and head
(And again and again and again and again)
Fallen out of love again, yeah
(And again and again and again and again)
Rollin' up my blunt in bed (In my bed, in my bed, in my bed, in my bed)
Fallen out of love again
It's been a very, very long night
Sittin' with my girls, sippin' wine like

[Chorus: Regard & RAYE]
I don't know 'bout you, 'bout you
'Bout you, you-you-you-you-you
There's something in his eyes
He's keeping secrets
I don't know 'bout you, bout you
'Bout you, you-you-you-you-you
There's something in his eyes
He's keeping secrets
Oh-oh-oh, oh-oh, woah-oh

[Instrumental Break]

[Verse 2: RAYE]
Oh, oh
I'ma have to take a mugshot, baby
What you're doin' to me is criminal, out here
On my knees, I'm prayin'
In the room on the floor with the lights down
Clothes in the kitchen, oh-oh-oh
I'ma light it and leave it for you

[Pre-Chorus: Regard & RAYE]
Holdin' on my heart and head
(And again and again and again and again)
Fallen out of love again, yeah
(And again and again and again and again)
Rollin' up my blunt in bed (In my bed, in my bed, in my bed, in my bed)
Fallen out of love again
It's been a very, very long night
Sittin' with my girls, sippin' wine like

[Chorus: Regard & RAYE]
I don't know 'bout you, 'bout you
'Bout you, you-you-you-you-you
There's something in his eyes
He's keeping secrets
I don't know 'bout you, bout you
'Bout you, you-you-you-you-you
There's something in his eyes
He's keeping secrets
Oh-oh-oh, oh-oh, woah-oh

[Instrumental Break]

[Chorus: Regard & RAYE]
I don't know 'bout you, 'bout you
'Bout you, you-you-you-you-you
There's something in his eyes
He's keeping secrets
I don't know 'bout you, bout you
'Bout you, you-you-you-you-you
There's something in his eyes
He's keeping secrets

"
25,This City - Frank Walker Remix,Sam Fischer,
26,If The World Was Ending,JP Saxe,"

[Verse 1: JP Saxe]
I was distracted and in traffic
I didn't feel it when the earthquake happened
But it really got me thinkin', were you out drinkin'?
Were you in the living room, chillin', watchin' television?
It's been a year now, think I've figured out how
How to let you go and let communication die out

[Pre-Chorus: JP Saxe]
I know, you know, we know you weren't
Down for forever and it's fine
I know, you know, we know we weren't
Meant for each other and it's fine

[Chorus: JP Saxe]
But if the world was ending, you'd come over, right?
You'd come over and you'd stay the night
Would you love me for the hell of it?
All our fears would be irrelevant
If the world was ending, you'd come over, right?
The sky'd be falling and I'd hold you tight
And there wouldn't be a reason why
We would even have to say goodbye
If the world was ending, you'd come over, right? Right?
If the world was ending, you'd come over, right? Right?

[Verse 2: Julia Michaels]
I tried to imagine your reaction
It didn't scare me when the earthquake happened
But it really got me thinkin', the night we went drinkin'
Stumbled in the house and didn't make it past the kitchen
Ah, it's been a year now, think I've figured out how
How to think about you without it rippin' my heart out

[Pre-Chorus: JP Saxe & Julia Michaels]
And I know, you know, we know you weren't
Down for forever and it's fine
I know, you know, we know we weren't
Meant for each other and it's fine

[Chorus: JP Saxe & Julia Michaels]
But if the world was ending, you'd come over, right?
You'd come over and you'd stay the night
Would you love me for the hell of it?
All our fears would be irrelevant
If the world was ending, you'd come over, right?
Sky'd be falling while I hold you tight
No, there wouldn't be a reason why
We would even have to say goodbye
If the world was ending, you'd come over, right?
You'd come over, right?
You'd come over, you'd come over, you'd come over, right?

[Pre-Chorus: JP Saxe]
I know, you know, we know you weren't
Down for forever and it's fine
I know, you know, we know we weren't
Meant for each other and it's fine

[Chorus: JP Saxe & Julia Michaels]
But if the world was ending, you'd come over, right?
You'd come over and you'd stay the night
Would you love me for the hell of it?
All our fears would be irrelevant
If the world was ending, you'd come over, right?
The sky'd be falling while I hold you tight
No, there wouldn't be a reason why
We would even have to say goodbye
If the world was ending, you'd come over, right?
You'd come over, you'd come over, you'd come over, right?

[Outro: JP Saxe & Julia Michaels]
Hmm
If the world was ending, you'd come over, right?

"
27,Pour the Milk,Robbie Doherty,"

[Verse 1]
I am sitting in the morning
At the diner on the corner
I am waiting at the counter
For the man to pour the coffee
And he fills it only halfway
And before I even argue
He is looking out the window
At somebody coming in

[Drop]

[Post-Drop]
Instead, I pour the milk
Instead, I pour the milk

[Verse 2]
""It is always nice to see you""
Says the man behind the counter
To the woman who has come in
She is shaking her umbrella
And I look the other way
As they are kissing their hellos
And I'm pretending not to see them
And instead, I pour the milk

[Pre-Drop]
Instead, I pour the milk
Instead, I pour the milk

[Drop]

[Post-Drop]
Instead, I pour the milk
Instead, I pour the milk
Instead, I pour the milk
Instead, I pour the milk

"
28,Midnight (The Hanging Tree),HOSH,"[Verse]Are you, are you coming here with meTo run by my side so we can free?Strange things do happen hereIt's the time to leaveIf we met at midnight at the willow treeAre you, are you coming here with meTo run by my side so we can free?Strange things do happen hereIt's the time to leaveIf we met at midnight at the willow treeAre you, are you coming here with meTo run by my side so we can free?Strange things d0 happen hereIt's the time to leaveIf we met at midnight at the willow treeAre you (Are you), are you (Are you) coming here with meTo run by my side so we can free?Strange things do happen hereIt's the time to leaveIf we met at midnight at the willow treeAre you (Are you), are you (Are you) coming here with meTo run by my side so we can free?Strange things do happen hereIt's the time to leaveIf we met at midnight at the willow tree"
29,Rain On Me (with Ariana Grande),Lady Gaga,
30,Before U,Sonny Fodera,"

[Verse]
Every time I wake up feeling lonely
You're always there
When I feel that nobody is listening
I know you care
I thought I was alright with no one by my side
Until I felt your touch
Now I'm never scared, I'm never worried
'Cause you're standing there

[Chorus]
Before you
I was high and I was low
Didn't have nowhere to go
Before you
I didn't know I needed love
Didn't know I needed you
I was lost, I was lost
Before you
I was lost, I was lost

[Drop]
I was high and I was low
Didn't have nowhere to go
Before you (Mmm, yeah, oh yeah)
I didn't know I needed love
Didn't know I needed
Before you (Mmm, yeah, oh yeah)
I was high and I was low
Didn't have nowhere to go
Before you (Mmm, yeah, oh yeah, oh yeah)
(Didn't have nowhere to go)

[Chorus]
I was high and I was low
Didn't have nowhere to go
Before you
I didn't know I needed love
Didn't know I needed you
I was lost, I was lost
Before you
I was lost, I was lost

[Drop]
I was high and I was low
Didn't have nowhere to go
Before you
Didn't know I needed love
Didn't know I needed
Before you (Mmm, yeah, oh yeah)
I was high and I was low
Didn't have nowhere to go
Before you (Mmm, yeah, oh yeah, oh yeah)
(Mmm, yeah, oh yeah, oh yeah)

[Outro]
(Mmm, yeah, oh yeah, oh yeah)
(Didn't have nowhere to go)

"
31,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,"[Chorus: Stormzy]Own itGirl, you just own it'Cause your body's on fireShow me how to control itAnd go hit your spliff and get higherGirl, I love how you roll itI put my hand there, hold itI'ma be right by yaI'ma be right by yaI'ma be right by yaI'ma be right by ya[Verse 1: Stormzy & Burna Boy]Lighters up, lighters up, one time, lighters upPulled up in the party, when you saw me, I was lightin' up my JSo go ahead and brighten up my dayLighters in the air when you lighting up the raveAnd it's feelin' like I met you here before ('Fore)Girl, I felt your presence when they let you through the door (Door)Never had a bruddah give you everything and moreSo I take a little piece and then the rest of it is yoursMi amore, IE don tey wey I don dey I tell youBut, girl, you think say nah play (Ayy, ayy, ayy)I know no wetin you dey do meWey just dey scatter my brain (Ah, scatter my brain)Thug lovin' when I put you in your placeI can tell you love it, just by lookin' in your faceIt's the way that you wind up your waist, I'm so in aweGirl you never have to worry 'bout nothingYou know it's all yours, you know you"
32,Party Girl,StaySolidRocky,"

[Intro]
Girls just wanna have fun
So they party, so they party
(Ayy, yo, Nashi, you goin' crazy)

[Chorus]
Lil' mama a party girl, she just wan' have fun too
They say you ain't wifey type, but I don't care, I want you
She like to do drugs too, she in love with guns too
They say you too piped up, but I think that I love you
Lil' mama a party girl, she just wan' have fun too
They say you ain't wifey type, but I don't care, I want you
She like to do drugs too, she in love with guns too
They say you too piped up, but I think that I love you

[Verse]
She don't want nobody, she don't need somebody
I'm tryna be with you so you don't be without me
She totin' just like me, no, we can't leave without it
She boot up off the meds like she can't breathe without it
She drinkin' Four Lokos, I can't get with those
She wan' give me toto, I tell her come close
She say, ""You say you love me, but I don't know what love means""
I ask her who got her heart, 'cause damn, that nigga lucky
I been tryna reach for it, but it's too far above me
I ain't never do you wrong, so tell me why you don't trust me
She don't do this often, she said it's only because me
You the one who want it, therefore you can never judge me
She just wanna party and nothing's wrong with that
Every time I'm calling, she say she gon' call me back
I told her call me Rocky, she say she not gon' call me that
You say you come with a lot, well, baby, I want all of that

[Chorus]
Lil' mama a party girl, she just wan' have fun too
They say you ain't wifey type, but I don't care, I want you
She like to do drugs too, she in love with guns too
They say you too piped up, but I think that I love you
Lil' mama a party girl, she just wan' have fun too
They say you ain't wifey type, but I don't care, I want you
She like to do drugs too, she in love with guns too
They say you too piped up, but I think that I love you

[Outro]
Don't be scared to party, don't be scared to party
Don't be scared to party

"
33,Selfish,Madison Beer,"

[Verse 1]
Boy, you're such a lost cause
Now your name is crossed off
How you gonna fix this?
You can't even fix yourself
It was almost two years
That I chose to spend here
All alone on New Year's
Thinkin' ""What the Hell?""

[Pre-Chorus]
I don't wanna break your thread
A needle tryna stitch you, but I can't, I refuse

[Chorus]
Shouldn't love you, but I couldn't help it
Had a feeling that you never felt it
I always knew that you were too damn selfish
Don't know why I looked the other way
I wanted you to change, yeah
I shouldn't love you, but I couldn't help it
I always knew that you were too damn selfish

[Verse 2]
I bet you thought you gave me real love
But we spent it all in nightclubs
All you ever wanna do is lie
Why you always such a Gemini?
Baby, who you tryna run from?
Me or all your problems?
You know you will never solve 'em
You don't even know yourself

[Pre-Chorus]
I don't wanna break your thread
A needle tryna stitch you, but I can't, I refuse

[Chorus]
Shouldn't love you, but I couldn't help it
Had a feeling that you never felt it
I always knew that you were too damn selfish
Don't know why I looked the other way
I wanted you to change, yeah
I shouldn't love you, but I couldn't help it
I always knew that you were too damn selfish

[Post-Chorus]
(I don't wanna break your thread and needle
Tryna stitch you, but I can't, I refuse)

[Bridge]
But it's not possible
Plus I'm not responsible
For your self-made obstacles
Put my heart in the hospital, woah, woah-oh

[Chorus]
Shouldn't love you, but I couldn't help it
Had a feeling that you never felt it
I always knew that you were too damn selfish
Don't know why I looked the other way
I wanted you to change, yeah
I shouldn't love you, but I couldn't help it
I always knew that you were too damn selfish

[Outro]
Oh-oh, mm

"
34,The Box,Roddy Ricch,"[Chorus]Pullin' out the coupe at the lotTold 'em fuck 12, fuck SWATBustin' all the bells out the boxI just hit a lick with the boxHad to put the stick in the box, mmhPour up the whole damn seal, I'ma get lazyI got the mojo deals, we been trappin' like the '80sShe sucked a nigga soul, gotta Cash AppTold 'em wipe a nigga nose, say slatt, slattI won't never sell my soul, and I can back thatAnd I really wanna know where you at, at[Verse 1]I was out back where the stash atCruise the city in a bulletproof Cadillac (Skrrt)'Cause I know these niggas after where the bag at (Yeah)Gotta move smarter, gotta move harderNigga try to get me for my waterI'll lay his ass down, on my son, on my daughterI had the Draco with me, Dwayne CarterLotta niggas out here playin', ain't ballin'I done put my whole arm in the rim, Vince Carter (Yeah)And I know probably get a key for the quarterShawty barely seen in double C's, I bought 'emGot a bitch that's looking like Aaliyah, she a modelI got the pink slip, all my whips is key-lessCompton, I'm about to get the key to the cityPatek like the sea, forgive me"
35,Life Is Good (feat. Drake),Future,
36,Rabbit Hole,CamelPhat,"

[Verse 1]
Step one side to side
Bodies gently moving
I let myself fly this time
Dance for miles and miles
Crowd's been slowly growing
But it's only you I see this time

[Chorus]
We're going in now deeper down the rabbit hole
Never ending rivers wind us too the fall
Keep falling all the deeper down the rabbit hole
Never ending rivers wind us too the fall

[Post-Chorus]
They drop us way down low
La-la, da-da-da-da
La-la, da-da-da-da
La-la, da-da-da-da
Drop us way down low
La-la, da-da-da-da
La-la, da-da-da-da
La-la, da-da-da-da

[Verse 2]
Learn my melodies
Keep my two feet shuffling
Always stay right here this time
I got everything with ease
We'll be living, not surviving
It's only you and me this time

[Chorus]
We're going in now deeper down the rabbit hole
Never ending rivers wind us too the fall
Keep falling all the deeper down the rabbit hole
Never ending rivers wind us too the fall

We're going in now deeper down the rabbit hole
Never ending rivers wind us too the fall
Keep falling all the deeper down the rabbit hole
Never ending rivers wind us too the fall

[Outro]
They drop us way down low
La-la, da-da-da-da
La-la, da-da-da-da
La-la, da-da-da-da
They drop us way down low

"
37,GANG,Headie One,"[Verse 1]Two months and I ain't been homeI still say my Hail Mary when I break each OPaps don't know if I'm dead or aliveI just bag this first Z out this nineGot nicked up in country, fell in love with this lifeI never knew that jail would be the next time I writeMy shorty when it's on, doin' better at lifeThey didn't lie when they say you're out of sight, out of mindTold myself I'll make sure they can't forget me next timeI got lit, really had to take those risksYou ever have to sit on public transport casually with half a brick?You ever been up North? Nuttin' to relate toOn the wing I had more than enough time to think of a planGrew together, tried to think we're a gangNow they talkin' drill and trap, and then they think of the gangMore than enough time to think of a planNow they trap-trap-trap and then they think of the gang[Chorus]More than enough time to think of a planGrew together, tried to think we're a gangNow they talkin' drill and trap, and then they think of the gangGrew together, tried to think we're a gangNow they trap-trap-trap and then they think of the gangMore than enough time to think of a planNow they talkin' drill and trap, and then they think of the gangThink of the gang (Yo)Trap-trap-trap and then they think of the gang"
38,THE SCOTTS,THE SCOTTS,"[Intro: Travis Scott]Let's go[Verse 1: Travis Scott & Kid Cudi]We see the hype outside (Yeah)Right from the house, uhTook it straight from outside (Yeah)Straight to the couch (Mmm)We put the mic outside (Yeah)Air this shit out, uh (Mmm)You lettin' THE SCOTTS outside (Yeah)We runnin' the scouts (Mmm)Ain't no controllin' the gang (Yeah, yeah, yeah)They never leave (Mmm)I got tats over my veins (Yeah)'Cause that what I bleed (Mmm)She drink a lot of the bourbon (Yeah)Like she from the street (Mmm)We got control of the flows and, huh, uh, uh (Yeah, mmm)We heard that your way went dry (Yeah)We floodin' the drought, uh (Mmm)Heard that your hood outside (Yeah)We added some routes (Mmm)We havin' the goods outside (Mmm)Move it in and out (Mmm)You lettin' THE SCOTTS outside (Mmm)We runnin' the scouts"
39,Repeat (feat. Koffee),J Hus,"[Intro]JAE5[Chorus: J Hus]Ayy, eh, eh, ehWeh yuh dey go?We go where the money dehThen we répéter, répéterAnyhow, any way, any wayAyy, eh, eh, ehWeh yuh dey go?We go where the money dehThen we répéter, répéterAnyhow, any way (Any way), any way[Verse 1: Koffee]Ah dis ah money introYuh know how di money ting goJ Hus tell mi seh fi swing thruSo mi lef' Heathrow, pull up at the venueDollar signs, no coins but mi still ah jingle, yeahYou know what I'm gettin' intoYou go rage on everything, yeahWe ah beat dem badFour black, three blue, so weh mi do?Mi switch lane, switch ice, switch pages, yeahWe go through to the nicest changes, yeahEveryday I fly, switch planes nowWe already poppin', wi nuh need champagne (Nah, nah)Know mi haffi get my paySo mi haffi pray to the farda todayMoney look pon mi, it seh kumbayehBut mi tell him deh pon my wayMi seh"
